X,Y,Z,MD,Incl,Az GN,Az TN,DX,DY,DX TN,DY TN,TVD,TWT,DLS
741360.8933,9288013.448,-275.4211426,1380,6.420000025,226.8600068,226.6152347,-30.79668998,-29.97223091,,,1378.651123,,0.362768895
741358.3551,9288011.072,-305.2188721,1410,6.889999856,226.9200032,226.6752311,-33.33488083,-32.34817123,,,1408.448853,,0.470051195
741355.6654,9288008.554,-334.9916992,1440,7.220000019,226.8500074,226.6052353,-36.02458191,-34.86654281,,,1438.22168,,0.330112066
741352.8814,9288005.931,-364.7468262,1470,7.430000161,226.5700106,226.3252385,-38.80860901,-37.48934173,,,1467.976807,,0.213012219
741349.9763,9288003.16,-394.4769287,1500,7.949999538,226.160008,225.9152359,-41.71366882,-40.25984573,,,1497.706909,,0.52288235
741346.9021,9288000.192,-424.1708984,1530,8.430000474,225.8499994,225.6052273,-44.78790664,-43.22854995,,,1527.400879,,0.482026523
741343.6114,9287997.098,-453.8288574,1560,8.890000054,227.6400007,227.3952286,-48.07864761,-46.322155,,,1557.058838,,0.533090009
741340.1269,9287993.897,-483.4532471,1590,9.259999939,227.2199987,226.9752267,-51.56313323,-49.52341461,,,1586.683228,,0.375881079
741336.5016,9287990.513,-513.0404053,1620,9.770000773,226.7400004,226.4952283,-55.18844223,-52.90719223,,,1616.270386,,0.516131965
741332.7325,9287986.932,-542.5864258,1650,10.18999935,226.199992,225.9552199,-58.9574852,-56.48833465,,,1645.816406,,0.430294332
741328.7598,9287983.206,-572.0877686,1680,10.72999923,227.4499985,227.2052264,-62.93021011,-60.21363067,,,1675.317749,,0.585717149
741324.7353,9287979.476,-601.581543,1710,10.3500008,226.8800056,226.6352335,-66.95466614,-63.94422149,,,1704.811523,,0.394038387
741320.6887,9287975.743,-631.0718994,1740,10.80000013,227.7199959,227.4752238,-71.00132751,-67.67721557,,,1734.30188,,0.475660337
741316.5153,9287971.984,-660.5415039,1770,10.77999963,228.2700037,228.0252316,-75.17465973,-71.43559265,,,1763.771484,,0.104890958
741312.5411,9287968.367,-690.0559082,1800,9.859999614,227.0599947,226.8152226,-79.14892577,-75.05295562,,,1793.285889,,0.945142464
741308.7349,9287964.894,-719.6101074,1830,9.920000265,228.1799955,227.9352234,-82.95510864,-78.52584075,,,1822.840088,,0.201504599
741304.7608,9287961.296,-749.1269531,1860,10.67000029,227.520008,227.2752359,-86.92922973,-82.1245346,,,1852.356934,,0.759206136
741300.491,9287957.376,-778.5614014,1890,11.60999995,227.3800028,227.1352307,-91.1989746,-86.04429626,,,1881.791382,,0.940388101
741295.7307,9287952.688,-807.8052979,1920,14.1400002,223.8399977,223.5952256,-95.95931243,-90.73224639,,,1911.035278,,2.648964756
741289.8564,9287946.743,-836.611084,1950,18.21999919,225.3000053,225.0552332,-101.8335876,-96.67673492,,,1939.841065,,4.099919353
741282.4059,9287939.76,-864.8145752,1980,21.60000026,228.1699961,227.925224,-109.2840652,-103.6605072,,,1968.044556,,3.517505476
741273.4387,9287932.041,-892.3781738,2010,24.87000114,230.2499936,230.0052215,-118.2513122,-111.3792419,,,1995.608154,,3.370906946
741262.7056,9287923.815,-919.1495361,2040,28.76000048,234.5300087,234.2852366,-128.9843902,-119.6049499,,,2022.379517,,4.34054282
741250.3187,9287914.839,-944.9499512,2070,32.56999953,233.6600065,233.4152344,-141.3712768,-128.581253,,,2048.179932,,3.835659308
741236.7207,9287904.904,-969.7724609,2100,35.74000302,234.0200121,233.77524,-154.9693451,-138.5162964,,,2073.002441,,3.176428164
741222.0974,9287894.219,-993.6850586,2130,38.54000151,233.6800053,233.4352332,-169.5925751,-149.2014465,,,2096.915039,,2.807504362
741206.7713,9287882.815,-1016.814453,2160,40.56999861,233.0299899,232.7852178,-184.9187317,-160.6052399,,,2120.044434,,2.071747655
741190.9257,9287871.186,-1039.478271,2190,41.29999899,234.4100159,234.1652438,-200.7642822,-172.2342834,,,2142.708252,,1.16206451
741174.463,9287859.505,-1061.669678,2220,43.27999911,234.8699882,234.6252161,-217.227005,-183.9145508,,,2164.899658,,2.004033712
741163.2284,9287851.354,-1076.067627,2240,44.62999966,233.2200057,232.9752336,-228.4615936,-192.0664978,,,2179.297607,,2.655371273
741159.9567,9287848.938,-1080.160889,2245.77002,45.00000125,233.8999921,233.65522,-231.7332764,-194.4820251,,,2183.390869,,3.148015408
741148.9465,9287840.835,-1093.64209,2264.969971,45.80000082,233.3999949,233.1552228,-242.7435455,-202.5851898,,,2196.87207,,1.368181411
741137.6713,9287832.4,-1107.145752,2284.479981,46.59999697,232.9999917,232.7552196,-254.0187531,-211.0205383,,,2210.375732,,1.307780932
741126.6957,9287824.084,-1120.076904,2303.370117,47.00000017,232.7000098,232.4552377,-264.9943542,-219.3365479,,,2223.306885,,0.723988218
741115.5646,9287815.511,-1133.178223,2322.580078,47.00000017,232.1000186,231.8552466,-276.1253662,-227.9085693,,,2236.408203,,0.685276992
741104.4498,9287806.874,-1146.23584,2341.780029,47.29999915,232.1999853,231.9552132,-287.2402039,-236.5456238,,,2249.46582,,0.482534659
741093.3435,9287798.134,-1159.231934,2360.979981,47.50000075,231.4000062,231.1552341,-298.3464661,-245.2855988,,,2262.461914,,0.971716163
741082.3446,9287789.26,-1172.228027,2380.179932,47.29999915,230.8000151,230.555243,-309.3453674,-254.1604462,,,2275.458008,,0.757541136
741071.4386,9287780.301,-1185.274658,2399.399902,47.20000177,230.3999846,230.1552125,-320.2514343,-263.1187439,,,2288.504639,,0.48434762
741067.3115,9287776.887,-1190.234619,2406.699951,47.20000177,230.3999846,230.1552125,-324.3785095,-266.532959,,,2293.4646,,0
